op,target,_input_nodes,_args,_kwargs,users,type,_prev,_next,_erased,_repr_fn,meta,input_shapes,input_contiguous,contiguous,e2e_latency,fw_latency,bwall_latency,bw_latency,acc_latency,output_shape,dtype,Name
call_function,<built-in function getitem>,{getitem_69: None},"(getitem_69, 0)",{},"{view_21: None, view_22: None, view_23: None, view_24: None}",,getitem_69,getitem_71,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}",[[1]],[True],True,0.0112640000879764,0.0112640000879764,0.0,0,0.0,"(1,)",,getitem_70
call_function,<built-in function getitem>,{getitem_69: None},"(getitem_69, 1)",{},{},,getitem_70,encoder_block_5_layer_0_self_attention_q,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}",[[1]],[True],True,0.0112640000879764,0.0112640000879764,0.0,0,0.0,"(1,)",,getitem_71
call_module,encoder.block.5.layer.0.SelfAttention.q,{mul_36: None},"(mul_36,)",{},{view_21: None},,getitem_71,view_21,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>)), ('encoder.block.5.layer.0.SelfAttention.q', ('encoder.block.5.layer.0.SelfAttention.q', <class 'torch.nn.modules.linear.Linear'>))])}","[[1, 512, 768]]",[True],True,0.0921600013971328,0.0921600013971328,0.0,0,0.0,"(1, 512, 768)",torch.float32,encoder_block_5_layer_0_self_attention_q
call_method,view,"{encoder_block_5_layer_0_self_attention_q: None, getitem_70: None}","(encoder_block_5_layer_0_self_attention_q, getitem_70, -1, 12, 64)",{},{transpose_25: None},,encoder_block_5_layer_0_self_attention_q,transpose_25,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 768], [1]]","[True, True]",True,0.0184320006519556,0.0184320006519556,0.0,0,0.0,"(1, 512, 12, 64)",torch.float32,view_21
call_method,transpose,{view_21: None},"(view_21, 1, 2)",{},{matmul_10: None},,view_21,encoder_block_5_layer_0_self_attention_k,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 12, 64]]",[True],False,0.0184000004082918,0.0184000004082918,0.0,0,0.0,"(1, 12, 512, 64)",torch.float32,transpose_25
call_module,encoder.block.5.layer.0.SelfAttention.k,{mul_36: None},"(mul_36,)",{},{view_22: None},,transpose_25,view_22,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>)), ('encoder.block.5.layer.0.SelfAttention.k', ('encoder.block.5.layer.0.SelfAttention.k', <class 'torch.nn.modules.linear.Linear'>))])}","[[1, 512, 768]]",[True],True,0.0931840017437934,0.0931840017437934,0.0,0,0.0,"(1, 512, 768)",torch.float32,encoder_block_5_layer_0_self_attention_k
call_method,view,"{encoder_block_5_layer_0_self_attention_k: None, getitem_70: None}","(encoder_block_5_layer_0_self_attention_k, getitem_70, -1, 12, 64)",{},{transpose_26: None},,encoder_block_5_layer_0_self_attention_k,transpose_26,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 768], [1]]","[True, True]",True,0.0184320006519556,0.0184320006519556,0.0,0,0.0,"(1, 512, 12, 64)",torch.float32,view_22
call_method,transpose,{view_22: None},"(view_22, 1, 2)",{},{transpose_28: None},,view_22,encoder_block_5_layer_0_self_attention_v,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 12, 64]]",[True],False,0.0174080003052949,0.0174080003052949,0.0,0,0.0,"(1, 12, 512, 64)",torch.float32,transpose_26
call_module,encoder.block.5.layer.0.SelfAttention.v,{mul_36: None},"(mul_36,)",{},{view_23: None},,transpose_26,view_23,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>)), ('encoder.block.5.layer.0.SelfAttention.v', ('encoder.block.5.layer.0.SelfAttention.v', <class 'torch.nn.modules.linear.Linear'>))])}","[[1, 512, 768]]",[True],True,0.0931840017437934,0.0931840017437934,0.0,0,0.0,"(1, 512, 768)",torch.float32,encoder_block_5_layer_0_self_attention_v
call_method,view,"{encoder_block_5_layer_0_self_attention_v: None, getitem_70: None}","(encoder_block_5_layer_0_self_attention_v, getitem_70, -1, 12, 64)",{},{transpose_27: None},,encoder_block_5_layer_0_self_attention_v,transpose_27,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 768], [1]]","[True, True]",True,0.0184320006519556,0.0184320006519556,0.0,0,0.0,"(1, 512, 12, 64)",torch.float32,view_23
call_method,transpose,{view_23: None},"(view_23, 1, 2)",{},{matmul_11: None},,view_23,transpose_28,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 12, 64]]",[True],False,0.0174400005489587,0.0174400005489587,0.0,0,0.0,"(1, 12, 512, 64)",torch.float32,transpose_27
call_method,transpose,{transpose_26: None},"(transpose_26, 3, 2)",{},{matmul_10: None},,transpose_27,matmul_10,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 12, 512, 64]]",[False],False,0.0174720007926225,0.0174720007926225,0.0,0,0.0,"(1, 12, 64, 512)",torch.float32,transpose_28
call_function,<built-in method matmul of type object at 0x7fb1e8ae7760>,"{transpose_25: None, transpose_28: None}","(transpose_25, transpose_28)",{},{add_30: None},,transpose_28,add_30,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 12, 512, 64], [1, 12, 64, 512]]","[False, False]",True,0.0757760033011436,0.0757760033011436,0.0,0,0.0,"(1, 12, 512, 512)",torch.float32,matmul_10
call_function,<built-in function add>,"{matmul_10: None, add_4: None}","(matmul_10, add_4)",{},"{float_7: None, type_as_5: None}",,matmul_10,float_7,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 12, 512, 512], [1, 12, 512, 512]]","[True, False]",True,0.0552960000932216,0.0552960000932216,0.0,0,0.0,"(1, 12, 512, 512)",torch.float32,add_30
call_method,float,{add_30: None},"(add_30,)",{},{softmax_7: None},,add_30,softmax_7,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 12, 512, 512]]",[True],True,0.0133119998499751,0.0133119998499751,0.0,0,0.0,"(1, 12, 512, 512)",torch.float32,float_7
call_function,<function softmax at 0x7fb13b822160>,{float_7: None},"(float_7,)","{'dim': -1, '_stacklevel': 3, 'dtype': None}",{type_as_5: None},,float_7,type_as_5,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 12, 512, 512]]",[True],True,0.0307199992239475,0.0307199992239475,0.0,0,0.0,"(1, 12, 512, 512)",torch.float32,softmax_7
call_method,type_as,"{softmax_7: None, add_30: None}","(softmax_7, add_30)",{},{dropout_5: None},,softmax_7,dropout_5,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 12, 512, 512], [1, 12, 512, 512]]","[True, True]",True,0.0133119998499751,0.0133119998499751,0.0,0,0.0,"(1, 12, 512, 512)",torch.float32,type_as_5
call_function,<function dropout at 0x7fb13b81f5e0>,{type_as_5: None},"(type_as_5,)","{'p': 0.1, 'training': False, 'inplace': False}",{matmul_11: None},,type_as_5,matmul_11,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 12, 512, 512]]",[True],True,0.0164480004459619,0.0164480004459619,0.0,0,0.0,"(1, 12, 512, 512)",torch.float32,dropout_5
call_function,<built-in method matmul of type object at 0x7fb1e8ae7760>,"{dropout_5: None, transpose_27: None}","(dropout_5, transpose_27)",{},{transpose_29: None},,dropout_5,transpose_29,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 12, 512, 512], [1, 12, 512, 64]]","[True, False]",True,0.0931840017437934,0.0931840017437934,0.0,0,0.0,"(1, 12, 512, 64)",torch.float32,matmul_11
call_method,transpose,{matmul_11: None},"(matmul_11, 1, 2)",{},{contiguous_5: None},,matmul_11,contiguous_5,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 12, 512, 64]]",[True],False,0.0174080003052949,0.0174080003052949,0.0,0,0.0,"(1, 512, 12, 64)",torch.float32,transpose_29
call_method,contiguous,{transpose_29: None},"(transpose_29,)",{},{view_24: None},,transpose_29,view_24,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 12, 64]]",[False],True,0.0317439995706081,0.0317439995706081,0.0,0,0.0,"(1, 512, 12, 64)",torch.float32,contiguous_5
call_method,view,"{contiguous_5: None, getitem_70: None}","(contiguous_5, getitem_70, -1, 768)",{},{encoder_block_5_layer_0_self_attention_o: None},,contiguous_5,encoder_block_5_layer_0_self_attention_o,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>))])}","[[1, 512, 12, 64], [1]]","[True, True]",True,0.0174080003052949,0.0174080003052949,0.0,0,0.0,"(1, 512, 768)",torch.float32,view_24
call_module,encoder.block.5.layer.0.SelfAttention.o,{view_24: None},"(view_24,)",{},{encoder_block_5_layer_0_dropout: None},,view_24,encoder_block_5_layer_0_dropout,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.SelfAttention', ('encoder.block.5.layer.0.SelfAttention', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersAttention'>)), ('encoder.block.5.layer.0.SelfAttention.o', ('encoder.block.5.layer.0.SelfAttention.o', <class 'torch.nn.modules.linear.Linear'>))])}","[[1, 512, 768]]",[True],True,0.0921600013971328,0.0921600013971328,0.0,0,0.0,"(1, 512, 768)",torch.float32,encoder_block_5_layer_0_self_attention_o
call_module,encoder.block.5.layer.0.dropout,{encoder_block_5_layer_0_self_attention_o: None},"(encoder_block_5_layer_0_self_attention_o,)",{},{add_31: None},,encoder_block_5_layer_0_self_attention_o,add_31,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>)), ('encoder.block.5.layer.0.dropout', ('encoder.block.5.layer.0.dropout', <class 'torch.nn.modules.dropout.Dropout'>))])}","[[1, 512, 768]]",[True],True,0.019455999135971,0.019455999135971,0.0,0,0.0,"(1, 512, 768)",torch.float32,encoder_block_5_layer_0_dropout
call_function,<built-in function add>,"{add_28: None, encoder_block_5_layer_0_dropout: None}","(add_28, encoder_block_5_layer_0_dropout)",{},"{getattr_55: None, to_26: None, mul_37: None, add_33: None}",,encoder_block_5_layer_0_dropout,getattr_55,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.0', ('encoder.block.5.layer.0', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerSelfAttention'>))])}","[[1, 512, 768], [1, 512, 768]]","[True, True]",True,0.029696000739932,0.029696000739932,0.0,0,0.0,"(1, 512, 768)",torch.float32,add_31
call_function,<built-in function getattr>,{add_31: None},"(add_31, 'dtype')",{},{eq_36: None},,add_31,eq_36,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>))])}","[[1, 512, 768]]",[True],True,0.0113599998876452,0.0113599998876452,0.0,0,0.0,"(1,)",,getattr_55
call_function,<built-in function eq>,{getattr_55: None},"(getattr_55, torch.float16)",{},{},,getattr_55,to_26,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>))])}",[[1]],[True],True,0.0112640000879764,0.0112640000879764,0.0,0,0.0,"(1,)",,eq_36
call_method,to,{add_31: None},"(add_31, torch.float32)",{},{pow_12: None},,eq_36,pow_12,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.1', ('encoder.block.5.layer.1', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerFF'>)), ('encoder.block.5.layer.1.layer_norm', ('encoder.block.5.layer.1.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}","[[1, 512, 768]]",[True],True,0.0133119998499751,0.0133119998499751,0.0,0,0.0,"(1, 512, 768)",torch.float32,to_26
call_method,pow,{to_26: None},"(to_26, 2)",{},{mean_11: None},,to_26,mean_11,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.1', ('encoder.block.5.layer.1', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerFF'>)), ('encoder.block.5.layer.1.layer_norm', ('encoder.block.5.layer.1.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}","[[1, 512, 768]]",[True],True,0.029696000739932,0.029696000739932,0.0,0,0.0,"(1, 512, 768)",torch.float32,pow_12
call_method,mean,{pow_12: None},"(pow_12, -1)",{'keepdim': True},{add_32: None},,pow_12,add_32,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.1', ('encoder.block.5.layer.1', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerFF'>)), ('encoder.block.5.layer.1.layer_norm', ('encoder.block.5.layer.1.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}","[[1, 512, 768]]",[True],True,0.0317439995706081,0.0317439995706081,0.0,0,0.0,"(1, 512, 1)",torch.float32,mean_11
call_function,<built-in function add>,{mean_11: None},"(mean_11, 1e-06)",{},{rsqrt_11: None},,mean_11,rsqrt_11,False,,"{'nn_module_stack': OrderedDict([('encoder', ('encoder', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersStack'>)), ('encoder.block.5', ('encoder.block.5', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersBlock'>)), ('encoder.block.5.layer.1', ('encoder.block.5.layer.1', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerFF'>)), ('encoder.block.5.layer.1.layer_norm', ('encoder.block.5.layer.1.layer_norm', <class 'transformers.models.switch_transformers.modeling_switch_transformers.SwitchTransformersLayerNorm'>))])}","[[1, 512, 1]]",[True],True,0.0337920002639293,0.0337920002639293,0.0,0,0.0,"(1, 512, 1)",torch.float32,add_32
