OPName,Latency,Device,Torch Version,CUDNN Version,Kernel Name,Warps per SM,Blocks per SM,Grid x,Grid y,Grid z,Block x,Block y,Block z,CUDA Version,Kernels,B,M,N,K
linear,4.741589228312175,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,341.7143,42.714287,598,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,501,1501,19131
linear,9.985738754272461,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,97.0,48.5,388,7,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,402,1861,24832
linear,2.0359573364257812,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,222.85715,27.857143,520,3,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,353,1036,16618
linear,3.5026453336079917,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,80.17857,40.089287,449,5,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,317,1039,28673
linear,6.0349547068278,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,399.0,49.875,931,3,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,362,1671,29782
linear,5.673888047536214,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,84.0,42.0,336,7,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,442,1243,21456
linear,5.697898546854655,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,445.7143,55.714287,780,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,475,1544,24947
linear,7.346453348795573,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,454.2857,56.785713,795,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,473,1773,25414
linear,6.9434027671813965,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,534.8571,66.85714,936,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,460,1442,29925
linear,6.199637254079183,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,509.7143,63.714287,892,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,504,1391,28516
linear,6.30837345123291,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,472.57144,59.07143,827,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,504,1544,26433
linear,16.28052266438802,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,163.5,81.75,654,7,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,433,1840,41817
linear,14.83619213104248,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,173.21428,86.60714,970,5,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,317,1495,62037
linear,6.70963191986084,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,627.4286,78.42857,1464,3,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,339,1230,46823
linear,9.910047849019369,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,646.2857,80.78571,1131,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,462,1718,36180
linear,7.238485336303711,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,443.57144,55.44643,1035,3,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,339,1821,33115
linear,12.692469596862793,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,177.67857,88.83929,995,5,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,303,1322,63680
linear,7.036394755045573,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,660.5714,82.57143,1156,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,479,1205,36968
linear,18.101397196451824,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,223.0,111.5,892,7,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,391,1479,57072
linear,9.70905590057373,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,161.78572,80.89286,906,5,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,297,1102,57956
linear,9.18285878499349,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,652.5714,81.57143,1142,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,462,1611,36534
linear,14.711680094401041,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,824.5714,103.07143,1924,3,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,346,2037,61537
linear,10.453386624654135,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,143.75,71.875,805,5,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,262,1438,51512
linear,6.313237349192302,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,642.4286,80.30357,1499,3,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,356,1093,47951
linear,7.357066631317139,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,754.7143,94.33929,1761,3,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,343,1098,56344
linear,5.377941290537517,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,577.2857,72.16071,1347,3,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,379,1025,43087
linear,0.19124266505241394,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,11.428572,1.4285715,2,10,4,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,301,3179,205
linear,0.2898133297761281,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,8.0,1.0,2,14,2,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,437,3667,208
linear,0.10477866729100545,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,30.857143,3.857143,1,12,18,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,359,2111,36
linear,0.19312000274658203,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,11.428572,1.4285715,2,10,4,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,303,3214,179
linear,0.17075199882189432,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,10.0,1.25,1,14,5,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,434,3181,116
linear,0.26848000288009644,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,10.285714,1.2857143,2,12,3,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,356,3911,207
linear,0.11975466459989548,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,12.857142,1.6071428,1,9,10,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,259,3118,90
linear,0.12632532914479574,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,30.0,3.75,1,15,14,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,465,2485,38
linear,0.1458346645037333,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,18.571428,2.3214285,1,13,10,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,407,3441,60
linear,0.2526613275210063,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,7.428571,0.9285714,2,13,2,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,388,3073,227
linear,0.22788266837596893,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,8.571428,1.0714285,1,15,4,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,450,4029,125
linear,0.30620800455411273,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,8.0,1.0,2,14,2,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,430,3928,236
linear,0.12604800115029016,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,19.285715,2.4107144,1,9,15,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,271,4023,60
linear,0.1846826672554016,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,11.142858,1.3928572,2,13,3,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,389,2325,196
linear,0.18183466295401254,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,13.714286,1.7142857,2,12,4,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,369,2990,162
linear,0.3277013301849365,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,12.857142,1.6071428,3,15,2,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,468,3495,261
linear,0.3222399950027466,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,37.142857,4.642857,4,13,5,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,391,3065,404
linear,0.3230399986108144,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,34.285713,4.285714,4,10,6,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,304,3683,432
linear,0.26788267493247986,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,34.285713,4.285714,4,10,6,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,295,2780,500
linear,0.32444800933202106,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,36.0,4.5,3,14,6,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,417,3497,368
linear,0.26655999819437665,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,33.42857,4.178571,3,13,6,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,394,2797,354
linear,0.30455467104911804,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,34.285713,4.285714,3,16,5,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,512,2866,377
linear,0.26925866802533466,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,36.0,4.5,3,12,7,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,380,3136,362
linear,0.25835733612378436,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,36.0,4.5,3,12,7,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,374,2879,384
linear,0.26666667064030963,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,36.0,4.5,3,14,6,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,439,2687,311
linear,0.2597866753737132,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,34.285713,4.285714,4,10,6,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,318,2370,509
linear,0.23059200247128805,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,10.285714,1.2857143,4,9,2,256,1,1,cu121,";maxwell_sgemm_128x32_tn;void splitkreduce_kernel<32, 16, int, float, float, float, float, true, true, false>(cublassplitkparams<float>, float const*, float const*, float*, float const*, float const*, float const*, float const*, float*, void*, long, float*, int*)",1,260,2222,503
linear,0.29045333464940387,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,32.0,4.0,4,14,4,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,447,3340,509
linear,0.3349226713180542,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,33.42857,4.178571,3,13,6,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,397,4059,350
linear,0.32362667719523114,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,33.42857,4.178571,3,13,6,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,400,3678,370
linear,0.32598400115966797,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.071428,8.035714,15,6,5,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,322,2270,946
linear,0.3736746609210968,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.0,8.0,14,8,4,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,501,2182,868
linear,0.5061546762784322,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,18.285715,9.142858,16,8,4,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,458,2764,981
linear,0.4450560013453166,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,15.0,7.5,14,5,6,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,318,3933,836
linear,0.26178133487701416,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_128x32_tn,38.57143,4.821429,6,9,5,256,1,1,cu121,;maxwell_sgemm_128x32_tn,1,261,2097,728
linear,0.40614399313926697,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.0,8.0,14,8,4,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,451,2461,846
linear,0.3818879922231038,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.5,8.25,11,7,6,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,442,3112,704
linear,0.405023992061615,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.25,8.125,13,7,5,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,391,3020,788
linear,0.5292906761169434,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.0,8.0,14,8,4,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,498,3454,887
linear,0.5302719871203104,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.071428,8.035714,15,6,5,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,351,4091,947
linear,0.48869332671165466,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,15.0,7.5,14,6,5,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,364,3765,894
linear,0.49987200895945233,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.25,8.125,13,7,5,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,443,3689,799
linear,0.3768426577250163,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,15.714286,7.857143,11,8,5,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,487,2785,647
linear,0.3217173417409261,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.714285,8.357142,13,6,6,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,374,2458,789
linear,0.519871989885966,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.071428,8.035714,15,6,5,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,377,3819,903
linear,0.5048106610774994,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,18.0,9.0,21,6,4,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,357,2646,1331
linear,0.536682665348053,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,50.285713,6.285714,44,4,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,499,2088,1386
linear,0.9600320061047872,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,46.857143,5.857143,41,4,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,472,4095,1300
linear,1.0524160067240398,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,59.42857,7.428571,52,4,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,418,4042,1639
linear,0.6652799844741821,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,14.5,7.25,29,7,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,385,2244,1840
linear,0.3738879958788554,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.071428,8.035714,18,5,5,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,307,2718,1147
linear,0.8382613261540731,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,54.0,6.75,63,3,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,367,3090,2000
linear,0.8373120029767355,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,46.285713,5.785714,54,3,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,306,3891,1710
linear,0.9103253285090128,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,32.0,4.0,56,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,390,3527,1762
linear,0.5820266604423523,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,17.0,8.5,17,7,4,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,388,3458,1065
linear,0.7016213337580363,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,62.857143,7.857143,55,4,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,467,2545,1744
linear,0.6220373312632242,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,43.714287,5.464286,51,3,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,358,2763,1607
linear,1.116106629371643,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.0,8.0,32,7,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,438,3380,2023
linear,0.7645119825998942,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.571428,8.285714,29,8,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,485,2370,1805
linear,0.9113813440004984,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,48.0,6.0,42,4,2,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,403,3948,1321
linear,1.6871146361033122,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,25.285715,12.642858,59,6,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,342,3430,3776
linear,1.0251199801762898,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,21.714285,10.857142,38,8,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,464,2341,2373
linear,1.3442773421605427,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,20.142857,10.071428,47,6,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,339,3456,2983
linear,1.7813546657562256,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,25.5,12.75,51,7,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,417,3346,3242
linear,1.8612800041834514,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,25.0,12.5,50,7,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,393,3668,3160
linear,2.320352077484131,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,17.428572,8.714286,61,8,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,484,3536,3893
linear,1.2186880111694336,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,25.142857,12.571428,44,8,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,468,2734,2802
linear,0.9780373374621073,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,17.142857,8.571428,48,5,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,268,2561,3010
linear,1.0599040190378826,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,23.0,11.5,46,7,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,385,2376,2911
linear,1.2232213417689006,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.714285,8.357142,39,6,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,342,3675,2470
linear,1.1042986710866292,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,22.5,11.25,63,5,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,305,2310,3987
linear,0.9293546676635742,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,20.714285,10.357142,58,5,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,284,2156,3675
linear,0.9014826615651449,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,17.5,8.75,49,5,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,299,2474,3124
linear,1.2102293570836384,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,24.428572,12.214286,57,6,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,336,2394,3645
linear,1.4241920312245686,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,24.0,12.0,48,7,2,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,415,2988,3062
linear,2.8788479963938394,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,92.0,11.5,161,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,402,3864,5132
linear,1.468010663986206,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,58.285713,7.285714,136,3,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,324,2747,4331
linear,3.325280030568441,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,18.928572,9.464286,106,5,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,274,3510,6761
linear,4.407989343007405,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,113.14286,14.142858,198,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,500,3962,6328
linear,2.7035839557647705,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,24.857143,12.428572,87,8,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,484,2602,5547
linear,4.19483741124471,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,118.85714,14.857142,208,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,490,3830,6633
linear,3.4120853741963706,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,23.5,11.75,94,7,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,434,4021,5957
linear,3.3395946820576987,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,18.571428,9.285714,104,5,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,302,3858,6619
linear,4.3212480545043945,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,24.5,12.25,98,7,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,444,3737,6225
linear,1.6847466627756755,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,56.142857,7.017857,131,3,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,336,3292,4183
linear,2.4571733474731445,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,19.464285,9.732142,109,5,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,257,2607,6914
linear,2.994197368621826,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,16.5,8.25,66,7,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,403,3970,4165
linear,4.424213250478108,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_32x128_tn,117.14286,14.642858,205,4,1,256,1,1,cu121,;maxwell_sgemm_32x128_tn,1,508,4003,6551
linear,3.2554986476898193,Tesla P100-PCIE-16GB,p2.1.0,8902,maxwell_sgemm_64x64_tn,18.214285,9.107142,102,5,1,64,1,1,cu121,;maxwell_sgemm_64x64_tn,1,261,3812,6496
