op,target,_input_nodes,_args,_kwargs,users,type,_prev,_next,_erased,_repr_fn,meta,input_shapes,input_contiguous,contiguous,output_shape,dtype,Name
call_method,view,"{bert_encoder_layer_5_attention_self_query: None, add_41: None}","(bert_encoder_layer_5_attention_self_query, add_41)",{},{permute_22: None},,add_41,permute_22,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 1024], [1]]","[True, True]",True,"(16, 512, 16, 64)",torch.float32,view_22
call_method,permute,{view_22: None},"(view_22, 0, 2, 1, 3)",{},{matmul_10: None},,view_22,transpose_5,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 16, 64]]",[True],False,"(16, 16, 512, 64)",torch.float32,permute_22
call_method,transpose,{permute_20: None},"(permute_20, -1, -2)",{},{matmul_10: None},,permute_22,matmul_10,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 64]]",[False],False,"(16, 16, 64, 512)",torch.float32,transpose_5
call_function,<built-in method matmul of type object at 0x7f807641ed60>,"{permute_22: None, transpose_5: None}","(permute_22, transpose_5)",{},{truediv_5: None},,transpose_5,truediv_5,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 64], [16, 16, 64, 512]]","[False, False]",True,"(16, 16, 512, 512)",torch.float32,matmul_10
call_function,<built-in function truediv>,{matmul_10: None},"(matmul_10, 8.0)",{},{add_42: None},,matmul_10,add_42,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 512]]",[True],True,"(16, 16, 512, 512)",torch.float32,truediv_5
call_function,<built-in function add>,"{truediv_5: None, mul: None}","(truediv_5, mul)",{},{softmax_5: None},,truediv_5,softmax_5,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 512], [16, 1, 1, 512]]","[True, True]",True,"(16, 16, 512, 512)",torch.float32,add_42
call_function,<function softmax at 0x7f800dfdfca0>,{add_42: None},"(add_42,)","{'dim': -1, '_stacklevel': 3, 'dtype': None}",{bert_encoder_layer_5_attention_self_dropout: None},,add_42,bert_encoder_layer_5_attention_self_dropout,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 512]]",[True],True,"(16, 16, 512, 512)",torch.float32,softmax_5
call_module,bert.encoder.layer.5.attention.self.dropout,{softmax_5: None},"(softmax_5,)",{},{matmul_11: None},,softmax_5,matmul_11,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), ('bert.encoder.layer.5.attention.self.dropout', <class 'torch.nn.modules.dropout.Dropout'>)])}","[[16, 16, 512, 512]]",[True],True,"(16, 16, 512, 512)",torch.float32,bert_encoder_layer_5_attention_self_dropout
call_function,<built-in method matmul of type object at 0x7f807641ed60>,"{bert_encoder_layer_5_attention_self_dropout: None, permute_21: None}","(bert_encoder_layer_5_attention_self_dropout, permute_21)",{},{permute_23: None},,bert_encoder_layer_5_attention_self_dropout,permute_23,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 512], [16, 16, 512, 64]]","[True, False]",True,"(16, 16, 512, 64)",torch.float32,matmul_11
call_method,permute,{matmul_11: None},"(matmul_11, 0, 2, 1, 3)",{},{contiguous_5: None},,matmul_11,contiguous_5,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 16, 512, 64]]",[True],False,"(16, 512, 16, 64)",torch.float32,permute_23
call_method,contiguous,{permute_23: None},"(permute_23,)",{},"{size_25: None, view_23: None}",,permute_23,size_25,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 16, 64]]",[False],True,"(16, 512, 16, 64)",torch.float32,contiguous_5
call_method,size,{contiguous_5: None},"(contiguous_5,)",{},{getitem_29: None},,contiguous_5,getitem_29,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 16, 64]]",[True],True,"(1,)",,size_25
call_function,<built-in function getitem>,{size_25: None},"(size_25, slice(None, -2, None))",{},{add_43: None},,size_25,add_43,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,getitem_29
call_function,<built-in function add>,{getitem_29: None},"(getitem_29, (1024,))",{},{view_23: None},,getitem_29,view_23,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,add_43
call_method,view,"{contiguous_5: None, add_43: None}","(contiguous_5, add_43)",{},{bert_encoder_layer_5_attention_output_dense: None},,add_43,bert_encoder_layer_5_attention_output_dense,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 16, 64], [1]]","[True, True]",True,"(16, 512, 1024)",torch.float32,view_23
call_module,bert.encoder.layer.5.attention.output.dense,{view_23: None},"(view_23,)",{},{bert_encoder_layer_5_attention_output_dropout: None},,view_23,bert_encoder_layer_5_attention_output_dropout,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.output', <class 'transformers.models.bert.modeling_bert.BertSelfOutput'>), ('bert.encoder.layer.5.attention.output.dense', <class 'torch.nn.modules.linear.Linear'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_5_attention_output_dense
call_module,bert.encoder.layer.5.attention.output.dropout,{bert_encoder_layer_5_attention_output_dense: None},"(bert_encoder_layer_5_attention_output_dense,)",{},{add_44: None},,bert_encoder_layer_5_attention_output_dense,add_44,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.output', <class 'transformers.models.bert.modeling_bert.BertSelfOutput'>), ('bert.encoder.layer.5.attention.output.dropout', <class 'torch.nn.modules.dropout.Dropout'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_5_attention_output_dropout
call_function,<built-in function add>,"{bert_encoder_layer_5_attention_output_dropout: None, bert_encoder_layer_4_output_layer_norm: None}","(bert_encoder_layer_5_attention_output_dropout, bert_encoder_layer_4_output_layer_norm)",{},{bert_encoder_layer_5_attention_output_layer_norm: None},,bert_encoder_layer_5_attention_output_dropout,bert_encoder_layer_5_attention_output_layer_norm,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.output', <class 'transformers.models.bert.modeling_bert.BertSelfOutput'>)])}","[[16, 512, 1024], [16, 512, 1024]]","[True, True]",True,"(16, 512, 1024)",torch.float32,add_44
call_module,bert.encoder.layer.5.attention.output.LayerNorm,{add_44: None},"(add_44,)",{},"{bert_encoder_layer_5_intermediate_dense: None, add_45: None}",,add_44,bert_encoder_layer_5_intermediate_dense,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.5.attention.output', <class 'transformers.models.bert.modeling_bert.BertSelfOutput'>), ('bert.encoder.layer.5.attention.output.LayerNorm', <class 'torch.nn.modules.normalization.LayerNorm'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_5_attention_output_layer_norm
call_module,bert.encoder.layer.5.intermediate.dense,{bert_encoder_layer_5_attention_output_layer_norm: None},"(bert_encoder_layer_5_attention_output_layer_norm,)",{},{gelu_5: None},,bert_encoder_layer_5_attention_output_layer_norm,gelu_5,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.intermediate', <class 'transformers.models.bert.modeling_bert.BertIntermediate'>), ('bert.encoder.layer.5.intermediate.dense', <class 'torch.nn.modules.linear.Linear'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 4096)",torch.float32,bert_encoder_layer_5_intermediate_dense
call_function,<built-in function gelu>,{bert_encoder_layer_5_intermediate_dense: None},"(bert_encoder_layer_5_intermediate_dense,)",{},{bert_encoder_layer_5_output_dense: None},,bert_encoder_layer_5_intermediate_dense,bert_encoder_layer_5_output_dense,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.intermediate', <class 'transformers.models.bert.modeling_bert.BertIntermediate'>), ('bert.encoder.layer.5.intermediate.intermediate_act_fn', <class 'transformers.activations.GELUActivation'>)])}","[[16, 512, 4096]]",[True],True,"(16, 512, 4096)",torch.float32,gelu_5
call_module,bert.encoder.layer.5.output.dense,{gelu_5: None},"(gelu_5,)",{},{bert_encoder_layer_5_output_dropout: None},,gelu_5,bert_encoder_layer_5_output_dropout,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.output', <class 'transformers.models.bert.modeling_bert.BertOutput'>), ('bert.encoder.layer.5.output.dense', <class 'torch.nn.modules.linear.Linear'>)])}","[[16, 512, 4096]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_5_output_dense
call_module,bert.encoder.layer.5.output.dropout,{bert_encoder_layer_5_output_dense: None},"(bert_encoder_layer_5_output_dense,)",{},{add_45: None},,bert_encoder_layer_5_output_dense,add_45,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.output', <class 'transformers.models.bert.modeling_bert.BertOutput'>), ('bert.encoder.layer.5.output.dropout', <class 'torch.nn.modules.dropout.Dropout'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_5_output_dropout
call_function,<built-in function add>,"{bert_encoder_layer_5_output_dropout: None, bert_encoder_layer_5_attention_output_layer_norm: None}","(bert_encoder_layer_5_output_dropout, bert_encoder_layer_5_attention_output_layer_norm)",{},{bert_encoder_layer_5_output_layer_norm: None},,bert_encoder_layer_5_output_dropout,bert_encoder_layer_5_output_layer_norm,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.output', <class 'transformers.models.bert.modeling_bert.BertOutput'>)])}","[[16, 512, 1024], [16, 512, 1024]]","[True, True]",True,"(16, 512, 1024)",torch.float32,add_45
call_module,bert.encoder.layer.5.output.LayerNorm,{add_45: None},"(add_45,)",{},"{bert_encoder_layer_6_attention_self_query: None, bert_encoder_layer_6_attention_self_key: None, bert_encoder_layer_6_attention_self_value: None, add_51: None}",,add_45,bert_encoder_layer_6_attention_self_query,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.5', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.5.output', <class 'transformers.models.bert.modeling_bert.BertOutput'>), ('bert.encoder.layer.5.output.LayerNorm', <class 'torch.nn.modules.normalization.LayerNorm'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_5_output_layer_norm
call_module,bert.encoder.layer.6.attention.self.query,{bert_encoder_layer_5_output_layer_norm: None},"(bert_encoder_layer_5_output_layer_norm,)",{},"{size_28: None, view_26: None}",,bert_encoder_layer_5_output_layer_norm,bert_encoder_layer_6_attention_self_key,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.6', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.6.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.6.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), ('bert.encoder.layer.6.attention.self.query', <class 'torch.nn.modules.linear.Linear'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_6_attention_self_query
call_module,bert.encoder.layer.6.attention.self.key,{bert_encoder_layer_5_output_layer_norm: None},"(bert_encoder_layer_5_output_layer_norm,)",{},"{size_26: None, view_24: None}",,bert_encoder_layer_6_attention_self_query,size_26,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.6', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.6.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.6.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), ('bert.encoder.layer.6.attention.self.key', <class 'torch.nn.modules.linear.Linear'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_6_attention_self_key
call_method,size,{bert_encoder_layer_6_attention_self_key: None},"(bert_encoder_layer_6_attention_self_key,)",{},{getitem_30: None},,bert_encoder_layer_6_attention_self_key,getitem_30,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.6', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.6.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.6.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 1024]]",[True],True,"(1,)",,size_26
call_function,<built-in function getitem>,{size_26: None},"(size_26, slice(None, -1, None))",{},{add_46: None},,size_26,add_46,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.6', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.6.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.6.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,getitem_30
call_function,<built-in function add>,{getitem_30: None},"(getitem_30, (16, 64))",{},{view_24: None},,getitem_30,view_24,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.6', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.6.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.6.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,add_46
call_method,view,"{bert_encoder_layer_6_attention_self_key: None, add_46: None}","(bert_encoder_layer_6_attention_self_key, add_46)",{},{permute_24: None},,add_46,permute_24,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.6', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.6.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.6.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 1024], [1]]","[True, True]",True,"(16, 512, 16, 64)",torch.float32,view_24
call_method,permute,{view_24: None},"(view_24, 0, 2, 1, 3)",{},{transpose_6: None},,view_24,bert_encoder_layer_6_attention_self_value,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.6', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.6.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.6.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 16, 64]]",[True],False,"(16, 16, 512, 64)",torch.float32,permute_24
call_module,bert.encoder.layer.6.attention.self.value,{bert_encoder_layer_5_output_layer_norm: None},"(bert_encoder_layer_5_output_layer_norm,)",{},"{size_27: None, view_25: None}",,permute_24,size_27,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.6', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.6.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.6.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>), ('bert.encoder.layer.6.attention.self.value', <class 'torch.nn.modules.linear.Linear'>)])}","[[16, 512, 1024]]",[True],True,"(16, 512, 1024)",torch.float32,bert_encoder_layer_6_attention_self_value
call_method,size,{bert_encoder_layer_6_attention_self_value: None},"(bert_encoder_layer_6_attention_self_value,)",{},{getitem_31: None},,bert_encoder_layer_6_attention_self_value,getitem_31,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.6', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.6.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.6.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 1024]]",[True],True,"(1,)",,size_27
call_function,<built-in function getitem>,{size_27: None},"(size_27, slice(None, -1, None))",{},{add_47: None},,size_27,add_47,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.6', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.6.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.6.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,getitem_31
call_function,<built-in function add>,{getitem_31: None},"(getitem_31, (16, 64))",{},{view_25: None},,getitem_31,view_25,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.6', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.6.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.6.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}",[[1]],[True],True,"(1,)",,add_47
call_method,view,"{bert_encoder_layer_6_attention_self_value: None, add_47: None}","(bert_encoder_layer_6_attention_self_value, add_47)",{},{permute_25: None},,add_47,permute_25,False,,"{'nn_module_stack': OrderedDict([('bert', <class 'transformers.models.bert.modeling_bert.BertModel'>), ('bert.encoder', <class 'transformers.models.bert.modeling_bert.BertEncoder'>), ('bert.encoder.layer.6', <class 'transformers.models.bert.modeling_bert.BertLayer'>), ('bert.encoder.layer.6.attention', <class 'transformers.models.bert.modeling_bert.BertAttention'>), ('bert.encoder.layer.6.attention.self', <class 'transformers.models.bert.modeling_bert.BertSelfAttention'>)])}","[[16, 512, 1024], [1]]","[True, True]",True,"(16, 512, 16, 64)",torch.float32,view_25
