op,target,_input_nodes,_args,_kwargs,users,type,_prev,_next,_erased,_repr_fn,meta,input_shapes,input_contiguous,contiguous,output_shape,dtype,Name
call_function,<built-in function add>,"{transformer_h_6_attn_resid_dropout: None, add_75: None}","(transformer_h_6_attn_resid_dropout, add_75)",{},"{transformer_h_6_ln_2: None, add_87: None}",,transformer_h_6_attn_resid_dropout,transformer_h_6_ln_2,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>)])}","[[8, 1024, 1280], [8, 1024, 1280]]","[True, True]",True,"(8, 1024, 1280)",torch.float32,add_82
call_module,transformer.h.6.ln_2,{add_82: None},"(add_82,)",{},"{size_104: None, size_105: None, view_81: None}",,add_82,size_104,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.ln_2', <class 'torch.nn.modules.normalization.LayerNorm'>)])}","[[8, 1024, 1280]]",[True],True,"(8, 1024, 1280)",torch.float32,transformer_h_6_ln_2
call_method,size,{transformer_h_6_ln_2: None},"(transformer_h_6_ln_2,)",{},{getitem_86: None},,transformer_h_6_ln_2,getitem_86,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_104
call_function,<built-in function getitem>,{size_104: None},"(size_104, slice(None, -1, None))",{},{add_83: None},,size_104,add_83,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,getitem_86
call_function,<built-in function add>,{getitem_86: None},"(getitem_86, (5120,))",{},{view_82: None},,getitem_86,transformer_h_6_mlp_c_fc_bias,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,add_83
get_attr,transformer.h.6.mlp.c_fc.bias,{},(),{},{addmm_26: None},,add_83,size_105,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(5120,)",torch.float32,transformer_h_6_mlp_c_fc_bias
call_method,size,{transformer_h_6_ln_2: None},"(transformer_h_6_ln_2, -1)",{},{view_81: None},,transformer_h_6_mlp_c_fc_bias,view_81,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_105
call_method,view,"{transformer_h_6_ln_2: None, size_105: None}","(transformer_h_6_ln_2, -1, size_105)",{},{addmm_26: None},,size_105,transformer_h_6_mlp_c_fc_weight,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280], [1]]","[True, True]",True,"(8192, 1280)",torch.float32,view_81
get_attr,transformer.h.6.mlp.c_fc.weight,{},(),{},{addmm_26: None},,view_81,addmm_26,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(1280, 5120)",torch.float32,transformer_h_6_mlp_c_fc_weight
call_function,<built-in method addmm of type object at 0x7f703d574d60>,"{transformer_h_6_mlp_c_fc_bias: None, view_81: None, transformer_h_6_mlp_c_fc_weight: None}","(transformer_h_6_mlp_c_fc_bias, view_81, transformer_h_6_mlp_c_fc_weight)",{},{view_82: None},,transformer_h_6_mlp_c_fc_weight,view_82,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[5120], [8192, 1280], [1280, 5120]]","[True, True, True]",True,"(8192, 5120)",torch.float32,addmm_26
call_method,view,"{addmm_26: None, add_83: None}","(addmm_26, add_83)",{},"{mul_24: None, pow_14: None, add_84: None}",,addmm_26,mul_24,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8192, 5120], [1]]","[True, True]",True,"(8, 1024, 5120)",torch.float32,view_82
call_function,<built-in function mul>,{view_82: None},"(0.5, view_82)",{},{mul_27: None},,view_82,pow_14,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120]]",[True],True,"(8, 1024, 5120)",torch.float32,mul_24
call_function,<built-in method pow of type object at 0x7f703d574d60>,{view_82: None},"(view_82, 3.0)",{},{mul_25: None},,mul_24,mul_25,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120]]",[True],True,"(8, 1024, 5120)",torch.float32,pow_14
call_function,<built-in function mul>,{pow_14: None},"(0.044715, pow_14)",{},{add_84: None},,pow_14,add_84,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120]]",[True],True,"(8, 1024, 5120)",torch.float32,mul_25
call_function,<built-in function add>,"{view_82: None, mul_25: None}","(view_82, mul_25)",{},{mul_26: None},,mul_25,mul_26,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120], [8, 1024, 5120]]","[True, True]",True,"(8, 1024, 5120)",torch.float32,add_84
call_function,<built-in function mul>,{add_84: None},"(0.7978845608028654, add_84)",{},{tanh_6: None},,add_84,tanh_6,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120]]",[True],True,"(8, 1024, 5120)",torch.float32,mul_26
call_function,<built-in method tanh of type object at 0x7f703d574d60>,{mul_26: None},"(mul_26,)",{},{add_85: None},,mul_26,add_85,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120]]",[True],True,"(8, 1024, 5120)",torch.float32,tanh_6
call_function,<built-in function add>,{tanh_6: None},"(1.0, tanh_6)",{},{mul_27: None},,tanh_6,mul_27,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120]]",[True],True,"(8, 1024, 5120)",torch.float32,add_85
call_function,<built-in function mul>,"{mul_24: None, add_85: None}","(mul_24, add_85)",{},"{size_106: None, size_107: None, view_83: None}",,add_85,size_106,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.act', <class 'transformers.activations.NewGELUActivation'>)])}","[[8, 1024, 5120], [8, 1024, 5120]]","[True, True]",True,"(8, 1024, 5120)",torch.float32,mul_27
call_method,size,{mul_27: None},"(mul_27,)",{},{getitem_87: None},,mul_27,getitem_87,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 5120]]",[True],True,"(1,)",,size_106
call_function,<built-in function getitem>,{size_106: None},"(size_106, slice(None, -1, None))",{},{add_86: None},,size_106,add_86,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,getitem_87
call_function,<built-in function add>,{getitem_87: None},"(getitem_87, (1280,))",{},{view_84: None},,getitem_87,transformer_h_6_mlp_c_proj_bias,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,add_86
get_attr,transformer.h.6.mlp.c_proj.bias,{},(),{},{addmm_27: None},,add_86,size_107,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(1280,)",torch.float32,transformer_h_6_mlp_c_proj_bias
call_method,size,{mul_27: None},"(mul_27, -1)",{},{view_83: None},,transformer_h_6_mlp_c_proj_bias,view_83,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 5120]]",[True],True,"(1,)",,size_107
call_method,view,"{mul_27: None, size_107: None}","(mul_27, -1, size_107)",{},{addmm_27: None},,size_107,transformer_h_6_mlp_c_proj_weight,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 5120], [1]]","[True, True]",True,"(8192, 5120)",torch.float32,view_83
get_attr,transformer.h.6.mlp.c_proj.weight,{},(),{},{addmm_27: None},,view_83,addmm_27,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(5120, 1280)",torch.float32,transformer_h_6_mlp_c_proj_weight
call_function,<built-in method addmm of type object at 0x7f703d574d60>,"{transformer_h_6_mlp_c_proj_bias: None, view_83: None, transformer_h_6_mlp_c_proj_weight: None}","(transformer_h_6_mlp_c_proj_bias, view_83, transformer_h_6_mlp_c_proj_weight)",{},{view_84: None},,transformer_h_6_mlp_c_proj_weight,view_84,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[1280], [8192, 5120], [5120, 1280]]","[True, True, True]",True,"(8192, 1280)",torch.float32,addmm_27
call_method,view,"{addmm_27: None, add_86: None}","(addmm_27, add_86)",{},{transformer_h_6_mlp_dropout: None},,addmm_27,transformer_h_6_mlp_dropout,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8192, 1280], [1]]","[True, True]",True,"(8, 1024, 1280)",torch.float32,view_84
call_module,transformer.h.6.mlp.dropout,{view_84: None},"(view_84,)",{},{add_87: None},,view_84,add_87,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.6.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), ('transformer.h.6.mlp.dropout', <class 'torch.nn.modules.dropout.Dropout'>)])}","[[8, 1024, 1280]]",[True],True,"(8, 1024, 1280)",torch.float32,transformer_h_6_mlp_dropout
call_function,<built-in function add>,"{add_82: None, transformer_h_6_mlp_dropout: None}","(add_82, transformer_h_6_mlp_dropout)",{},"{transformer_h_7_ln_1: None, add_94: None}",,transformer_h_6_mlp_dropout,transformer_h_7_ln_1,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.6', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>)])}","[[8, 1024, 1280], [8, 1024, 1280]]","[True, True]",True,"(8, 1024, 1280)",torch.float32,add_87
call_module,transformer.h.7.ln_1,{add_87: None},"(add_87,)",{},"{size_108: None, size_109: None, view_85: None}",,add_87,size_108,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.ln_1', <class 'torch.nn.modules.normalization.LayerNorm'>)])}","[[8, 1024, 1280]]",[True],True,"(8, 1024, 1280)",torch.float32,transformer_h_7_ln_1
call_method,size,{transformer_h_7_ln_1: None},"(transformer_h_7_ln_1,)",{},{getitem_88: None},,transformer_h_7_ln_1,getitem_88,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.7.attn.c_attn', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_108
call_function,<built-in function getitem>,{size_108: None},"(size_108, slice(None, -1, None))",{},{add_88: None},,size_108,add_88,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.7.attn.c_attn', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,getitem_88
call_function,<built-in function add>,{getitem_88: None},"(getitem_88, (3840,))",{},{view_86: None},,getitem_88,transformer_h_7_attn_c_attn_bias,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.7.attn.c_attn', <class 'transformers.pytorch_utils.Conv1D'>)])}",[[1]],[True],True,"(1,)",,add_88
get_attr,transformer.h.7.attn.c_attn.bias,{},(),{},{addmm_28: None},,add_88,size_109,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.7.attn.c_attn', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(3840,)",torch.float32,transformer_h_7_attn_c_attn_bias
call_method,size,{transformer_h_7_ln_1: None},"(transformer_h_7_ln_1, -1)",{},{view_85: None},,transformer_h_7_attn_c_attn_bias,view_85,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.7.attn.c_attn', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280]]",[True],True,"(1,)",,size_109
call_method,view,"{transformer_h_7_ln_1: None, size_109: None}","(transformer_h_7_ln_1, -1, size_109)",{},{addmm_28: None},,size_109,transformer_h_7_attn_c_attn_weight,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.7.attn.c_attn', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8, 1024, 1280], [1]]","[True, True]",True,"(8192, 1280)",torch.float32,view_85
get_attr,transformer.h.7.attn.c_attn.weight,{},(),{},{addmm_28: None},,view_85,addmm_28,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.7.attn.c_attn', <class 'transformers.pytorch_utils.Conv1D'>)])}",[],[],True,"(1280, 3840)",torch.float32,transformer_h_7_attn_c_attn_weight
call_function,<built-in method addmm of type object at 0x7f703d574d60>,"{transformer_h_7_attn_c_attn_bias: None, view_85: None, transformer_h_7_attn_c_attn_weight: None}","(transformer_h_7_attn_c_attn_bias, view_85, transformer_h_7_attn_c_attn_weight)",{},{view_86: None},,transformer_h_7_attn_c_attn_weight,view_86,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.7.attn.c_attn', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[3840], [8192, 1280], [1280, 3840]]","[True, True, True]",True,"(8192, 3840)",torch.float32,addmm_28
call_method,view,"{addmm_28: None, add_88: None}","(addmm_28, add_88)",{},{split_7: None},,addmm_28,split_7,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), ('transformer.h.7.attn.c_attn', <class 'transformers.pytorch_utils.Conv1D'>)])}","[[8192, 3840], [1]]","[True, True]",True,"(8, 1024, 3840)",torch.float32,view_86
call_method,split,{view_86: None},"(view_86, 1280)",{'dim': 2},"{getitem_89: None, getitem_90: None, getitem_91: None}",,view_86,getitem_89,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 1024, 3840]]",[True],True,"(1,)",,split_7
call_function,<built-in function getitem>,{split_7: None},"(split_7, 0)",{},"{size_110: None, view_87: None}",,split_7,getitem_90,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}",[[1]],[True],False,"(8, 1024, 1280)",torch.float32,getitem_89
call_function,<built-in function getitem>,{split_7: None},"(split_7, 1)",{},"{size_111: None, view_88: None}",,getitem_89,getitem_91,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}",[[1]],[True],False,"(8, 1024, 1280)",torch.float32,getitem_90
call_function,<built-in function getitem>,{split_7: None},"(split_7, 2)",{},"{size_112: None, view_89: None}",,getitem_90,size_110,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}",[[1]],[True],False,"(8, 1024, 1280)",torch.float32,getitem_91
call_method,size,{getitem_89: None},"(getitem_89,)",{},{getitem_92: None},,getitem_91,getitem_92,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}","[[8, 1024, 1280]]",[False],True,"(1,)",,size_110
call_function,<built-in function getitem>,{size_110: None},"(size_110, slice(None, -1, None))",{},{add_89: None},,size_110,add_89,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}",[[1]],[True],True,"(1,)",,getitem_92
call_function,<built-in function add>,{getitem_92: None},"(getitem_92, (20, 64))",{},{view_87: None},,getitem_92,view_87,False,,"{'nn_module_stack': OrderedDict([('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), ('transformer.h.7', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), ('transformer.h.7.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)])}",[[1]],[True],True,"(1,)",,add_89
